date,district,disaster_type,severity,affected_population,economic_loss_usd
2006-11-13,Gicumbi,Storm,Low,2945,619207
2006-11-14,Kicukiro,Storm,Low,802,960098
2006-11-15,Nyarugenge,Earthquake,Low,4929,860714
2006-11-15,Rulindo,Landslide,Severe,1494,724711
2006-11-16,Burera,Drought,Medium,4664,155382
2006-11-18,Ngoma,Earthquake,Medium,4087,5114
2006-11-18,Kayonza,Drought,High,4899,626962
2006-11-19,Kirehe,Earthquake,Medium,2835,822573
2006-11-20,Rwamagana,Flood,High,3562,258644
2006-11-20,Musanze,Landslide,High,2785,329099
2006-11-24,Nyabihu,Storm,Medium,3329,263757
2006-11-25,Gicumbi,Flood,High,4395,16943
2006-11-26,Rubavu,Earthquake,Low,4726,858595
2006-11-27,Ngoma,Drought,Low,3424,495307
2006-11-27,Bugesera,Flood,Low,3334,269025
2006-11-28,Nyabihu,Earthquake,Low,409,788208
2006-11-28,Kirehe,Drought,Severe,3916,314636
2006-11-29,Gatsibo,Flood,Severe,3313,396154
2006-12-01,Kicukiro,Flood,Severe,3813,573382
2006-12-01,Muhanga,Landslide,Severe,624,527135
2006-12-02,Rutsiro,Drought,Medium,1658,662711
2006-12-04,Nyarugenge,Landslide,Medium,2764,91345
2006-12-05,Huye,Storm,Severe,3835,554316
2006-12-05,Kayonza,Drought,Medium,1717,471479
2006-12-07,Nyamasheke,Flood,Medium,3824,456945
2006-12-08,Nyanza,Flood,Medium,2498,160102
2006-12-09,Nyagatare,Landslide,Low,1103,401129
2006-12-10,Nyarugenge,Storm,Low,4470,581474
2006-12-11,Nyabihu,Landslide,Medium,725,224805
2006-12-12,Nyabihu,Earthquake,Severe,4648,725369
2006-12-13,Rusizi,Drought,Low,3411,716349
2006-12-13,Nyanza,Earthquake,High,129,240596
2006-12-14,Gatsibo,Storm,Low,2919,827811
2006-12-15,Nyarugenge,Flood,Medium,4300,579949
2006-12-17,Gasabo,Earthquake,Low,51,249657
2006-12-18,Nyanza,Earthquake,High,126,683949
2006-12-19,Gatsibo,Flood,Severe,423,308837
2006-12-20,Nyagatare,Storm,Low,4157,72107
2006-12-20,Gatsibo,Landslide,Medium,3550,72887
2006-12-21,Rubavu,Flood,Severe,585,385968
2006-12-21,Gasabo,Storm,Low,2860,25247
2006-12-24,Bugesera,Storm,High,1505,516810
2006-12-25,Bugesera,Landslide,Severe,193,359594
2006-12-25,Nyanza,Flood,Medium,2953,273724
2006-12-26,Huye,Earthquake,High,3191,624142
2006-12-27,Nyabihu,Storm,Severe,1210,202678
2006-12-29,Gakenke,Drought,Severe,3409,576313
2006-12-31,Kayonza,Flood,High,3243,797254
2006-12-31,Nyanza,Drought,Severe,4267,218126
2007-01-01,Gakenke,Storm,Medium,3393,736188
2007-01-02,Rwamagana,Flood,High,939,100871
2007-01-04,Nyanza,Storm,Severe,1465,183523
2007-01-05,Rusizi,Landslide,High,3861,25159
2007-01-06,Rubavu,Earthquake,Low,4489,558731
2007-01-07,Karongi,Storm,Medium,4713,615959
2007-01-10,Ruhango,Storm,Medium,1762,139947
2007-01-15,Musanze,Landslide,Severe,1578,988259
2007-01-17,Nyanza,Storm,High,2844,101800
2007-01-19,Ngororero,Earthquake,Severe,1332,623152
2007-01-21,Nyagatare,Storm,Severe,2104,729728
2007-01-22,Gatsibo,Landslide,Medium,4670,386351
2007-01-25,Muhanga,Drought,Low,868,568274
2007-01-27,Kicukiro,Flood,Low,761,916783
2007-01-29,Nyanza,Landslide,High,370,172687
2007-01-30,Nyamasheke,Flood,High,4004,669610
2007-02-02,Gatsibo,Flood,Low,4289,604690
2007-02-03,Nyaruguru,Drought,Low,4894,151615
2007-02-10,Kamonyi,Flood,Medium,2831,254159
2007-02-11,Nyarugenge,Drought,Medium,708,505309
2007-02-13,Bugesera,Flood,Low,3662,6409
2007-02-14,Nyagatare,Flood,Medium,88,182189
2007-02-15,Ngoma,Earthquake,Medium,344,242180
2007-02-16,Kamonyi,Storm,Low,649,981450
2007-02-17,Nyabihu,Earthquake,Severe,1067,709802
2007-02-18,Nyaruguru,Flood,Medium,1382,135534
2007-02-19,Ngororero,Drought,Severe,4615,967574
2007-02-21,Rwamagana,Earthquake,High,178,190775
2007-02-23,Rusizi,Flood,Low,988,269494
2007-02-24,Ruhango,Storm,High,3354,491605
2007-02-25,Nyagatare,Drought,High,71,529922
2007-02-27,Kicukiro,Landslide,High,265,770371
2007-03-02,Musanze,Flood,Low,1642,245810
2007-03-03,Gakenke,Landslide,Medium,1089,4698
2007-03-05,Kicukiro,Drought,Low,4169,631142
2007-03-06,Nyamagabe,Landslide,Low,4140,804425
2007-03-07,Nyabihu,Earthquake,Low,3863,234680
2007-03-08,Nyaruguru,Earthquake,Low,844,616374
2007-03-08,Nyabihu,Earthquake,High,4326,580595
2007-03-09,Nyarugenge,Drought,High,2070,988094
2007-03-09,Burera,Drought,Severe,3497,752126
2007-03-10,Rusizi,Flood,Low,3211,949382
2007-03-10,Muhanga,Storm,Severe,3278,854924
2007-03-11,Gatsibo,Drought,High,1545,388909
2007-03-12,Nyanza,Flood,Medium,786,833217
2007-03-12,Nyabihu,Flood,Low,4561,537102
2007-03-13,Gisagara,Earthquake,Severe,1062,443821
2007-03-13,Rubavu,Flood,Severe,2250,596167
2007-03-15,Muhanga,Drought,Medium,1763,843075
2007-03-16,Ngoma,Storm,High,1096,947758
2007-03-17,Muhanga,Drought,High,3415,246024
2007-03-17,Kayonza,Storm,High,3842,634435
2007-03-18,Kamonyi,Landslide,High,258,898343
2007-03-18,Huye,Storm,Medium,1554,44218
2007-03-19,Nyarugenge,Storm,Low,2079,38355
2007-03-20,Karongi,Flood,Medium,4939,25158
2007-03-21,Kirehe,Landslide,Low,4883,197362
2007-03-21,Nyaruguru,Storm,High,584,833851
2007-03-22,Rutsiro,Drought,Severe,1861,859428
2007-03-22,Gatsibo,Earthquake,Severe,4245,807957
2007-03-23,Muhanga,Drought,High,2047,866888
2007-03-26,Nyaruguru,Flood,High,1770,99250
2007-03-26,Rulindo,Earthquake,Low,461,286199
2007-03-28,Kirehe,Earthquake,High,849,858409
2007-03-29,Nyarugenge,Landslide,Low,1600,19889
2007-03-29,Nyamagabe,Flood,Severe,1065,231505
2007-03-30,Rutsiro,Landslide,High,1944,950501
2007-03-31,Rulindo,Flood,Severe,2882,3524
2007-03-31,Kirehe,Landslide,Medium,3989,593508
2007-04-01,Huye,Storm,Low,4067,245366
2007-04-01,Musanze,Flood,Low,2147,265312
2007-04-04,Rusizi,Flood,High,4134,961644
2007-04-04,Rubavu,Flood,Severe,563,999720
2007-04-05,Gakenke,Drought,Medium,4078,697144
2007-04-05,Nyaruguru,Flood,Low,2750,373228
2007-04-06,Huye,Storm,Medium,4223,523939
2007-04-09,Nyaruguru,Storm,High,685,487309
2007-04-10,Kicukiro,Flood,Low,2065,203655
2007-04-14,Rulindo,Flood,Medium,998,518750
2007-04-14,Nyanza,Earthquake,Severe,4063,908114
2007-04-16,Bugesera,Storm,High,2082,262252
2007-04-17,Karongi,Landslide,High,4431,330721
2007-04-19,Burera,Earthquake,Low,3070,36598
2007-04-19,Nyamagabe,Earthquake,Low,3920,748723
2007-04-20,Nyamagabe,Landslide,Low,1295,947806
2007-04-21,Burera,Storm,Medium,2059,595332
2007-04-21,Kirehe,Drought,Low,57,720558
2007-04-23,Ngoma,Earthquake,Medium,4159,649885
2007-04-23,Nyaruguru,Drought,Low,1096,405756
2007-04-24,Nyarugenge,Flood,Low,579,962323
2007-04-25,Rusizi,Drought,Low,473,962213
2007-04-26,Rwamagana,Landslide,Severe,584,759361
2007-04-27,Rulindo,Flood,Medium,787,248402
2007-04-28,Rulindo,Earthquake,Low,3061,42914
2007-04-28,Nyanza,Landslide,Medium,4977,806876
2007-04-30,Gasabo,Drought,High,3279,891012
2007-04-30,Gisagara,Storm,Low,1193,637478
2007-05-01,Nyaruguru,Storm,Medium,1033,804299
2007-05-03,Gasabo,Landslide,Severe,378,864383
2007-05-04,Karongi,Landslide,Low,453,332573
2007-05-04,Musanze,Drought,Severe,789,881046
2007-05-05,Kirehe,Earthquake,Low,4095,254257
2007-05-05,Nyanza,Drought,Medium,730,398939
2007-05-06,Gisagara,Drought,Severe,3608,446365
2007-05-07,Bugesera,Flood,Low,822,538555
2007-05-10,Ngoma,Storm,High,1309,197321
2007-05-10,Nyamagabe,Earthquake,Medium,2040,576228
2007-05-11,Nyamagabe,Landslide,Medium,2444,773128
2007-05-11,Muhanga,Landslide,Low,2093,354280
2007-05-12,Kicukiro,Landslide,Medium,1174,514120
2007-05-12,Kamonyi,Landslide,High,3998,758148
2007-05-13,Nyarugenge,Landslide,Severe,88,615017
2007-05-13,Rubavu,Earthquake,Medium,4204,757372
2007-05-14,Ngoma,Earthquake,Low,3745,435731
2007-05-15,Muhanga,Earthquake,High,1455,555229
2007-05-16,Nyamasheke,Flood,Low,3689,110224
2007-05-17,Nyamagabe,Drought,Severe,4156,773216
2007-05-17,Nyanza,Earthquake,Severe,724,618938
2007-05-18,Nyanza,Landslide,Medium,1371,704721
2007-05-18,Gakenke,Earthquake,Low,2065,890807
2007-05-19,Rusizi,Earthquake,Severe,2732,763486
2007-05-20,Rutsiro,Drought,Medium,2172,249513
2007-05-20,Gasabo,Storm,High,3610,550486
2007-05-21,Nyanza,Drought,High,994,184665
2007-05-21,Ngoma,Earthquake,Low,4217,386166
2007-05-22,Kamonyi,Landslide,Low,2701,808786
2007-05-24,Nyabihu,Drought,High,4417,892194
2007-05-27,Ngororero,Flood,Medium,1887,736244
2007-05-28,Nyanza,Landslide,Severe,1928,992442
2007-05-28,Nyamasheke,Drought,Severe,4047,201656
2007-05-30,Gakenke,Drought,Low,730,547388
2007-05-31,Rutsiro,Earthquake,High,2587,921915
2007-06-01,Musanze,Landslide,High,741,347203
2007-06-03,Bugesera,Earthquake,High,3611,761205
2007-06-05,Musanze,Landslide,Medium,2347,846467
2007-06-06,Nyarugenge,Drought,Medium,2040,615512
2007-06-11,Ruhango,Landslide,Low,674,120483
2007-06-12,Karongi,Flood,Severe,4852,768973
2007-06-13,Rusizi,Earthquake,Severe,4800,312426
2007-06-14,Nyanza,Flood,Medium,3971,580594
2007-06-16,Ngororero,Landslide,Medium,3657,417024
2007-06-17,Gicumbi,Drought,Medium,969,751743
2007-06-18,Musanze,Storm,High,849,553164
2007-06-19,Kayonza,Drought,Medium,4360,447150
2007-06-21,Kayonza,Storm,Low,983,706497
2007-06-22,Ngororero,Storm,Medium,235,258992
2007-06-23,Bugesera,Storm,Severe,3745,173137
2007-06-26,Kamonyi,Flood,Low,1131,882807
2007-06-27,Gicumbi,Storm,High,3484,593495
2007-06-29,Nyarugenge,Drought,Low,2632,41668
2007-06-30,Nyabihu,Landslide,Low,2852,355609
2007-07-01,Nyagatare,Drought,Low,4989,3025
2007-07-02,Gasabo,Earthquake,High,2122,971798
2007-07-03,Gakenke,Flood,Severe,895,401518
2007-07-04,Gakenke,Drought,High,4481,177364
2007-07-06,Kicukiro,Landslide,Severe,1009,517494
2007-07-07,Gakenke,Landslide,Low,4254,276594
2007-07-08,Huye,Landslide,Medium,792,445849
2007-07-09,Burera,Flood,Severe,1836,203767
2007-07-11,Huye,Drought,Medium,178,838334
2007-07-12,Kamonyi,Earthquake,High,70,357918
2007-07-13,Ngororero,Storm,Medium,3156,192893
2007-07-14,Gasabo,Drought,High,2189,389556
2007-07-15,Kayonza,Storm,Low,1194,349839
2007-07-17,Burera,Flood,Low,3143,937467
2007-07-19,Huye,Drought,Low,538,811593
2007-07-20,Nyarugenge,Drought,Severe,2781,431560
2007-07-22,Rulindo,Storm,High,1511,971923
2007-07-23,Gicumbi,Drought,High,1971,520460
2007-07-24,Gatsibo,Landslide,Severe,2170,223251
2007-07-26,Muhanga,Earthquake,Severe,4738,417902
2007-07-28,Nyamasheke,Storm,High,2019,896486
2007-07-29,Nyarugenge,Landslide,Low,108,32899
2007-07-30,Nyabihu,Landslide,Low,2101,739826
2007-08-07,Gasabo,Storm,Severe,3680,627669
2007-08-12,Gisagara,Earthquake,Low,2675,40525
2007-08-14,Rutsiro,Earthquake,High,1490,667875
2007-08-15,Bugesera,Landslide,Medium,3399,251462
2007-08-16,Nyarugenge,Earthquake,Low,3004,67234
2007-08-23,Nyamasheke,Landslide,Low,4182,788931
2007-08-24,Nyanza,Earthquake,Severe,3479,63077
2007-08-26,Nyagatare,Earthquake,Low,356,403713
2007-08-28,Huye,Earthquake,Medium,3815,357816
2007-08-30,Muhanga,Flood,Low,958,822957
2007-08-31,Kirehe,Landslide,Medium,4961,961998
2007-09-01,Rutsiro,Flood,Low,1335,460139
2007-09-01,Kirehe,Drought,Medium,3215,955414
2007-09-02,Ngoma,Drought,Severe,2977,437712
2007-09-02,Gakenke,Earthquake,High,1497,587396
2007-09-03,Nyamagabe,Drought,Severe,100,887356
2007-09-03,Rulindo,Flood,Low,4549,493888
2007-09-04,Muhanga,Earthquake,High,4385,48175
2007-09-04,Rusizi,Flood,Low,1928,58522
2007-09-05,Nyarugenge,Landslide,Low,261,864175
2007-09-05,Rubavu,Landslide,Medium,4652,114493
2007-09-06,Muhanga,Storm,Severe,3986,25147
2007-09-07,Rubavu,Earthquake,Severe,2326,321509
2007-09-08,Kamonyi,Drought,Low,3876,975657
2007-09-09,Nyabihu,Storm,High,2435,247876
2007-09-10,Kayonza,Landslide,Medium,1010,23328
2007-09-10,Rwamagana,Landslide,Low,512,903104
2007-09-12,Ruhango,Landslide,High,271,704358
2007-09-12,Nyamasheke,Flood,Low,3373,908019
2007-09-15,Rwamagana,Storm,Severe,1569,925805
2007-09-16,Gisagara,Flood,Severe,3524,173722
2007-09-19,Nyabihu,Landslide,High,3043,369318
2007-09-20,Ngororero,Landslide,Medium,3574,588651
2007-09-21,Gatsibo,Flood,Low,2698,93222
2007-09-23,Gisagara,Storm,Medium,505,457148
2007-09-24,Ruhango,Landslide,High,2323,892738
2007-09-24,Musanze,Earthquake,High,1685,86396
2007-09-25,Kayonza,Flood,High,3833,253539
2007-09-26,Gasabo,Drought,High,1313,58029
2007-09-26,Rubavu,Flood,Severe,2118,28397
2007-09-27,Rusizi,Landslide,Severe,721,716821
2007-09-29,Nyamagabe,Flood,High,2198,252996
2007-09-29,Nyagatare,Landslide,Medium,1791,456843
2007-09-30,Gakenke,Drought,High,3178,745570
2007-10-01,Ngoma,Flood,Medium,2395,47792
2007-10-02,Gatsibo,Storm,Medium,4843,581019
2007-10-02,Rutsiro,Earthquake,Low,3862,875870
2007-10-06,Nyaruguru,Landslide,Severe,3598,282458
2007-10-08,Nyabihu,Flood,Low,2057,64034
2007-10-08,Gakenke,Storm,High,537,204747
2007-10-09,Rubavu,Storm,Severe,1796,337161
2007-10-09,Ngoma,Drought,Low,4170,488178
2007-10-10,Kamonyi,Drought,Severe,195,873323
2007-10-11,Gakenke,Drought,Low,4932,10068
2007-10-14,Nyarugenge,Flood,Low,703,730413
2007-10-15,Rulindo,Storm,Severe,1429,921572
2007-10-16,Rutsiro,Storm,High,4680,811237
2007-10-17,Kicukiro,Storm,Medium,4299,276508
2007-10-17,Huye,Landslide,Severe,4206,443633
2007-10-18,Nyarugenge,Earthquake,Severe,1000,127533
2007-10-18,Kayonza,Flood,Medium,2665,154337
2007-10-19,Bugesera,Drought,Low,2088,346925
2007-10-20,Rulindo,Storm,Medium,2234,714419
2007-10-20,Rulindo,Flood,Medium,2439,8574
2007-10-21,Rutsiro,Drought,Severe,3637,961934
2007-10-21,Gicumbi,Earthquake,Medium,3920,301825
2007-10-22,Ngororero,Storm,Low,1375,96372
2007-10-24,Gicumbi,Flood,Low,3255,940570
2007-10-25,Bugesera,Drought,Severe,4295,629477
2007-10-25,Burera,Flood,Medium,402,616844
2007-10-30,Rusizi,Flood,Severe,4991,464022
2007-10-30,Bugesera,Drought,High,2608,279428
2007-10-31,Rutsiro,Landslide,Low,3645,466152
2007-10-31,Rutsiro,Flood,Medium,4825,433715
2007-11-01,Gasabo,Landslide,Low,2397,444832
2007-11-02,Kicukiro,Storm,Medium,1387,75785
2007-11-03,Karongi,Drought,Low,2005,171436
2007-11-04,Nyamasheke,Storm,Medium,2261,693297
2007-11-04,Gisagara,Earthquake,Low,226,674855
2007-11-05,Kicukiro,Storm,Low,3995,861530
2007-11-06,Ngororero,Landslide,Low,3460,408638
2007-11-06,Gicumbi,Drought,High,1964,65153
2007-11-07,Kayonza,Flood,Severe,2402,870416
2007-11-09,Rusizi,Landslide,Medium,118,108685
2007-11-09,Nyagatare,Flood,Medium,1701,416935
2007-11-10,Bugesera,Drought,Medium,1774,493534
2007-11-10,Nyagatare,Drought,Severe,1749,85706
2007-11-11,Nyanza,Landslide,Severe,1261,461392
2007-11-11,Musanze,Flood,High,4730,482501
2007-11-12,Bugesera,Drought,Medium,2736,947735
2007-11-13,Gasabo,Earthquake,Medium,895,653496
2007-11-14,Karongi,Drought,High,139,853107
2007-11-15,Gisagara,Landslide,Severe,2729,306059
2007-11-15,Nyarugenge,Drought,High,265,756678
2007-11-16,Huye,Drought,Medium,1678,859894
2007-11-16,Burera,Storm,High,1565,990490
2007-11-17,Nyaruguru,Drought,Low,3163,572470
2007-11-17,Nyanza,Landslide,High,1797,301373
2007-11-19,Muhanga,Storm,Severe,3054,357106
2007-11-19,Gicumbi,Landslide,Medium,1254,975300
2007-11-20,Kayonza,Earthquake,Medium,874,368220
2007-11-22,Ngoma,Storm,Severe,4909,829564
2007-11-25,Kamonyi,Landslide,Severe,3604,289126
2007-11-25,Nyarugenge,Drought,High,1907,996326
2007-11-26,Nyabihu,Flood,Severe,206,681079
2007-11-27,Rulindo,Flood,Severe,3423,417502
2007-11-30,Gatsibo,Earthquake,Severe,4322,806097
2007-12-01,Ruhango,Drought,Medium,4805,56009
2007-12-04,Karongi,Storm,Low,1568,81718
2007-12-04,Ruhango,Storm,Low,2616,590924
2007-12-05,Gasabo,Landslide,Medium,3585,33928
2007-12-05,Bugesera,Landslide,Severe,2536,823125
2007-12-06,Musanze,Earthquake,Severe,3598,261408
2007-12-07,Kirehe,Flood,Severe,3047,426776
2007-12-09,Rwamagana,Flood,Severe,4958,922919
2007-12-09,Huye,Drought,Low,915,560716
2007-12-10,Ruhango,Earthquake,Medium,1257,282176
2007-12-11,Nyaruguru,Flood,Low,4749,705643
2007-12-11,Nyamasheke,Flood,Low,2150,824247
2007-12-12,Ruhango,Landslide,Severe,2013,846445
2007-12-12,Muhanga,Storm,High,1142,782257
2007-12-13,Nyamasheke,Drought,Medium,3882,361239
2007-12-13,Bugesera,Flood,Low,4942,163006
2007-12-15,Ngororero,Flood,Medium,4748,484846
2007-12-16,Gatsibo,Storm,Medium,1227,954916
2007-12-16,Rubavu,Drought,Low,3001,730038
2007-12-17,Kicukiro,Drought,Severe,573,44968
2007-12-17,Bugesera,Storm,Severe,3516,555544
2007-12-21,Muhanga,Landslide,Medium,1200,472881
2007-12-28,Rubavu,Flood,High,377,225231
2007-12-28,Nyamagabe,Storm,High,4640,753486
2007-12-30,Rubavu,Flood,Medium,4368,277167
2007-12-30,Gicumbi,Storm,Low,4261,353279
2007-12-31,Nyaruguru,Storm,Severe,1506,626667
2008-01-01,Musanze,Storm,Severe,3197,714747
2008-01-05,Rubavu,Storm,Medium,4437,179940
2008-01-06,Nyamasheke,Landslide,Severe,1054,480349
2008-01-07,Kirehe,Landslide,Medium,2719,961605
2008-01-10,Kayonza,Landslide,High,926,867173
2008-01-12,Kamonyi,Landslide,Severe,1370,2065
2008-01-13,Kicukiro,Storm,Low,4183,853619
2008-01-15,Kicukiro,Storm,Low,2549,102424
2008-01-16,Nyarugenge,Landslide,Severe,3116,91223
2008-01-17,Gatsibo,Earthquake,Severe,2508,88594
2008-01-21,Nyagatare,Landslide,Low,3693,335411
2008-01-23,Kayonza,Flood,High,1519,187056
2008-01-25,Huye,Storm,Low,3159,863376
2008-01-27,Bugesera,Earthquake,High,1528,628019
2008-01-29,Nyagatare,Earthquake,Medium,4500,747425
2008-01-30,Rutsiro,Flood,Low,2959,623135
2008-01-31,Nyamasheke,Landslide,High,729,433675
2008-02-01,Nyanza,Drought,Severe,422,521954
2008-02-03,Karongi,Earthquake,Low,696,474824
2008-02-05,Muhanga,Storm,Low,547,102940
2008-02-08,Kicukiro,Flood,Medium,1469,619865
2008-02-10,Ngororero,Drought,Severe,3426,615640
2008-02-14,Nyabihu,Earthquake,Low,4148,951882
2008-02-16,Muhanga,Earthquake,Medium,2630,737426
2008-02-18,Ngoma,Landslide,Severe,3666,501297
2008-02-19,Ngororero,Storm,High,1083,554775
2008-02-20,Rutsiro,Landslide,Low,1192,386575
2008-02-23,Rwamagana,Landslide,Medium,1573,195298
2008-02-27,Nyanza,Landslide,Medium,1795,658609
2008-02-28,Kayonza,Drought,High,3087,798078
2008-03-01,Kamonyi,Storm,High,4589,778184
2008-03-01,Rusizi,Drought,Medium,2951,479100
2008-03-02,Burera,Flood,High,78,192552
2008-03-03,Ngororero,Drought,High,4400,535915
2008-03-03,Nyamagabe,Storm,High,2264,32465
2008-03-04,Nyarugenge,Storm,Medium,4019,230798
2008-03-04,Kicukiro,Flood,Low,1051,496619
2008-03-06,Nyamagabe,Storm,Medium,4579,712888
2008-03-06,Karongi,Landslide,Low,4842,923152
2008-03-08,Kamonyi,Earthquake,Severe,3120,88860
2008-03-08,Nyamasheke,Drought,Low,3635,609966
2008-03-09,Gatsibo,Storm,High,4757,660648
2008-03-09,Muhanga,Earthquake,High,553,63863
2008-03-10,Nyarugenge,Landslide,Severe,428,947792
2008-03-11,Gakenke,Flood,High,605,212067
2008-03-12,Kicukiro,Earthquake,High,132,249070
2008-03-15,Nyabihu,Flood,Low,3033,870433
2008-03-17,Rusizi,Drought,Medium,4153,12503
2008-03-18,Ngororero,Storm,High,2639,860801
2008-03-18,Gatsibo,Drought,Low,543,781243
2008-03-19,Gakenke,Drought,High,4347,322566
2008-03-19,Kamonyi,Earthquake,High,2422,219047
2008-03-20,Bugesera,Landslide,Medium,4674,711215
2008-03-21,Nyanza,Earthquake,High,4977,463622
2008-03-21,Nyabihu,Flood,Low,4696,355002
2008-03-22,Gasabo,Storm,Severe,2858,419483
2008-03-23,Gakenke,Storm,High,1297,33716
2008-03-26,Gakenke,Drought,Severe,176,252981
2008-03-26,Nyamasheke,Earthquake,Low,658,569587
2008-03-27,Rusizi,Storm,Low,3959,118724
2008-03-29,Rwamagana,Landslide,Severe,3241,813493
2008-03-29,Ngoma,Storm,Severe,338,825164
2008-03-30,Huye,Landslide,Low,3846,145128
2008-04-01,Bugesera,Earthquake,High,2327,570889
2008-04-01,Rwamagana,Earthquake,Severe,698,93122
2008-04-02,Nyamagabe,Earthquake,Severe,2877,898291
2008-04-03,Nyarugenge,Flood,High,553,906623
2008-04-03,Rwamagana,Storm,High,1828,327035
2008-04-04,Ruhango,Drought,Low,4029,477073
2008-04-05,Nyanza,Earthquake,Medium,3808,276761
2008-04-06,Burera,Earthquake,Medium,2485,883287
2008-04-06,Nyarugenge,Storm,Medium,3265,624732
2008-04-07,Rubavu,Drought,Severe,1210,67346
2008-04-09,Nyagatare,Landslide,Severe,2049,326157
2008-04-09,Rwamagana,Drought,High,3239,40474
2008-04-10,Nyabihu,Landslide,Low,3656,831534
2008-04-11,Gisagara,Drought,High,1502,329473
2008-04-12,Kamonyi,Flood,High,2389,390450
2008-04-13,Nyabihu,Flood,Severe,4777,489707
2008-04-14,Nyabihu,Drought,High,2801,210957
2008-04-14,Ngoma,Earthquake,Low,3689,4069
2008-04-15,Rusizi,Landslide,High,3651,363077
2008-04-16,Nyamasheke,Drought,Medium,831,955049
2008-04-18,Gisagara,Flood,Medium,2731,109252
2008-04-20,Musanze,Flood,High,4232,263721
2008-04-20,Nyamagabe,Storm,Severe,3223,456076
2008-04-21,Gisagara,Earthquake,Severe,999,304695
2008-04-21,Rubavu,Earthquake,Medium,1830,687717
2008-04-22,Ngororero,Earthquake,Medium,853,5700
2008-04-23,Gakenke,Drought,Low,1457,800812
2008-04-23,Gicumbi,Landslide,High,858,9621
2008-04-24,Nyamagabe,Landslide,Severe,4283,666963
2008-04-24,Nyarugenge,Drought,Severe,2324,659686
2008-04-25,Rusizi,Storm,Medium,524,246115
2008-04-26,Ngoma,Storm,Medium,3380,505600
2008-04-27,Ruhango,Earthquake,High,1128,955088
2008-04-29,Kicukiro,Drought,Low,2887,918481
2008-04-30,Ruhango,Landslide,High,1199,64465
2008-05-01,Gicumbi,Earthquake,Severe,4024,196092
2008-05-01,Kamonyi,Flood,Medium,3650,600612
2008-05-03,Rwamagana,Earthquake,Medium,1908,548857
2008-05-04,Gakenke,Storm,High,3215,222722
2008-05-04,Nyamagabe,Flood,Low,3522,442161
2008-05-05,Ngoma,Landslide,Medium,3388,508396
2008-05-06,Nyamasheke,Drought,High,4510,610741
2008-05-08,Rusizi,Landslide,Medium,1309,689447
2008-05-09,Nyagatare,Drought,Low,4030,876777
2008-05-11,Ruhango,Storm,Low,3073,485188
2008-05-11,Gisagara,Landslide,Severe,335,558283
2008-05-12,Ngoma,Flood,Severe,410,130371
2008-05-14,Ruhango,Flood,Severe,1473,525607
2008-05-15,Nyamagabe,Earthquake,Medium,2087,119497
2008-05-16,Gicumbi,Storm,Medium,2963,616353
2008-05-17,Huye,Earthquake,Severe,4331,632207
2008-05-18,Bugesera,Earthquake,High,308,461045
2008-05-23,Nyabihu,Storm,Medium,3645,554358
2008-05-23,Rulindo,Flood,Severe,3900,333201
2008-05-24,Kamonyi,Storm,High,1285,788008
2008-05-24,Kamonyi,Landslide,Low,4612,975788
2008-05-25,Musanze,Flood,High,492,949730
2008-05-25,Gicumbi,Earthquake,Low,3310,649033
2008-05-27,Bugesera,Flood,Low,366,556209
2008-05-28,Burera,Landslide,Low,412,362604
2008-05-28,Gakenke,Drought,Medium,2542,284424
2008-05-29,Gicumbi,Flood,High,2356,815615
2008-05-29,Nyagatare,Landslide,Medium,1399,823742
2008-05-31,Nyamasheke,Storm,Severe,525,450862
2008-05-31,Kayonza,Landslide,Medium,2213,335193
2008-06-02,Nyaruguru,Flood,High,2305,651011
