district,sector,latitude,longitude,soil_type,flood_count_5yr,flash_flood_count_5yr,riverine_flood_count_5yr,landslide_count_5yr,mudslide_count_5yr,drought_months_5yr,severe_storm_count_5yr,windstorm_count_5yr,hailstorm_count_5yr,lightning_strike_count_5yr,earthquake_count_5yr,forest_fire_count_5yr,epidemic_outbreak_count_5yr,casualties_5yr,displaced_people_5yr,damaged_buildings_5yr,damaged_crops_hectares_5yr,infrastructure_damage_count_5yr,annual_rainfall_mm,max_daily_rainfall_mm,dry_season_length_days,extreme_heat_days_per_year,extreme_rainfall_days_per_year,elevation_m,slope_degree,distance_to_water_km,soil_erosion_risk_index,vegetation_cover_percentage,population_density,infrastructure_index,emergency_resources_score,early_warning_systems_score,healthcare_access_score,poverty_index,historical_damage_usd
Rusizi,Gitambi,-2.6567,29.0678,Loam,4,4,0,0,3,4,8,1,5,6,3,0,0,10,121,83,138,69,507.2175204058493,41.01155934830035,126.34127505716938,10,22,2602.1276929286214,20.15722415326456,6.949750988797861,63.94413681456103,63.437356605586594,914.3395686869737,81.94228937512199,73.1418294685589,55.22937135441838,53.78714291034683,20.17361604977365,-38795.17218917416
Rusizi,Mururu,-2.6789,29.0789,Clay,1,3,0,1,1,4,2,3,6,9,2,0,0,44,44,69,90,86,902.5866414055951,101.0491486076179,106.23609266574131,32,15,2715.439891357782,20.74276445403392,5.3647077527269005,15.146999825675218,96.85912159355297,831.6646048733334,58.01801422657145,70.0064799796727,68.85184781588526,47.79924131370175,37.99335453598687,73262.2303191963
Rusizi,Nkanka,-2.6234,29.0567,Sandy loam,3,4,4,3,4,0,0,1,0,2,0,0,2,38,443,133,300,80,1046.4903919490823,74.88776097020006,90.10939506365821,31,18,2793.859005814351,12.68187053912278,3.507878778243037,53.11653500045972,55.32835952705524,939.5356070535231,43.12686638574183,30.529479735017254,61.276285153511544,75.15172289361989,44.16589836796515,81250.01663247944
Rusizi,Nkombo,-2.6453,29.0678,Clay loam,1,1,2,1,0,4,1,7,2,8,1,1,2,34,288,163,116,62,590.1691458074844,57.69688834038668,100.40684515358441,24,16,2617.261403251633,24.258630226839166,3.493282483233725,43.766998389113276,42.52024948364124,1006.2791487192517,38.86717716119536,42.308137606686785,89.1343452756687,93.5062685192077,57.0118847511512,42340.776041979676
Rusizi,Nkungu,-2.6567,29.0789,Sandy clay,6,0,2,2,0,3,11,1,6,14,1,0,2,37,61,15,203,46,865.7977152364874,90.68352121532868,110.00794536886724,15,14,2679.672465678765,14.973251318582703,2.6003307120415013,46.06490003209234,61.23352456518103,724.2809351455156,57.37115901583697,12.392823000107846,86.78210907750108,69.73029553125639,42.827897063541144,-1788.2860758684692
Rusizi,Nyakabuye,-2.6789,29.0567,Loam,3,4,1,3,2,4,10,3,4,10,4,0,1,20,395,89,265,22,584.6196473806873,35.91445954412152,120.55165490143187,17,14,2691.7489014634334,15.366630518698475,5.040615243059045,31.17713818936178,60.885847105463554,1247.314429391965,50.119522602074944,76.55485912913281,68.78623371531994,58.426370108401045,25.103219567764377,78222.0134585372
Rusizi,Nyakarenzo,-2.6234,29.0678,Clay,2,3,2,3,2,7,0,7,2,4,2,0,2,34,240,87,107,22,694.7394542763914,106.20383933747499,108.34870601342605,21,27,2579.2077774995582,11.334608827280562,5.915336317642745,22.54134160721873,55.36368893868109,1268.476073210128,70.8422283323239,62.00555406871074,86.70092532259265,64.02645968016887,59.56932851940513,92595.60098474481
Rusizi,Nzahaha,-2.6453,29.0789,Sandy loam,4,4,0,4,3,1,11,4,6,1,3,0,1,37,21,55,104,64,703.5481960993727,18.34921367165836,117.5348677078838,47,25,2738.1404590135417,7.983478577583067,7.343834285298116,32.13401301752596,67.6891942618302,880.203104603857,23.484329221360248,72.37639747568461,91.59363283263687,80.54471258712238,36.65162820823412,54614.55513173599
Rusizi,Rwimbogo,-2.6567,29.0567,Clay loam,3,3,1,3,0,0,8,8,0,6,0,0,2,41,325,184,9,49,701.7683513906716,46.60738794455388,58.07293070395082,33,6,2606.5403229878048,15.068560609171866,5.90003788094681,19.898704725783126,69.09257956193336,1055.3111832872482,33.440159420682946,58.40751583125739,45.711587189055656,32.71227442944513,29.953639695312646,139646.14327833054
Rusizi,Muganza,-2.6789,29.0678,Sandy clay,0,2,2,0,2,2,9,6,4,13,3,0,1,35,327,109,331,19,830.9444599189708,97.28353737881385,102.76630236339003,33,16,2712.338355371769,17.51587757177486,6.570195479928761,23.95462246076388,52.59789991629341,1732.364043156929,35.53119495990354,46.04537710705589,57.310356840302916,61.45261391325248,47.96956317392185,101834.06683302522
Nyamasheke,Kagano,-2.3234,29.1567,Clay loam,3,4,3,3,0,5,10,9,4,14,3,1,1,1,295,71,81,50,653.9742414984826,102.26320225939108,114.75057323926815,30,27,2347.446098844551,16.33244595476542,7.520207171928707,39.15661874553008,80.9742280472273,889.1265776310606,28.995750406550354,72.53219965927022,59.55933044214116,51.74589320315038,55.861934010696345,128444.75218291504
Nyamasheke,Kanjongo,-2.3456,29.1678,Sandy clay,2,2,2,0,3,3,1,4,1,11,3,0,1,24,950,41,334,52,625.583376584374,30.749391131384968,90.78644775343523,43,14,2314.0028797109717,16.711683553974705,5.122471093698,41.25506589924753,88.99868356766409,1498.608882441851,50.26376487135457,54.6619239031849,67.07820297860418,53.06954924162116,61.62767912649284,72478.42408623158
Nyamasheke,Karambi,-2.3567,29.1789,Loam,0,0,3,0,0,4,3,7,3,0,2,1,1,7,59,47,320,19,854.156293688545,71.03500359349674,107.71336917543219,30,6,2447.63455630339,9.271624475120433,9.226899901929263,21.425465886144124,13.423018838696166,1211.2540245417595,30.23227006125308,33.03724259311609,50.68984771848853,60.62840373602215,53.17613021042263,18190.209507234395
Nyamasheke,Karengera,-2.3678,29.1567,Clay,0,0,2,0,0,4,3,8,6,1,1,1,1,9,409,103,153,30,640.9759016513068,102.98938718863442,102.61745863019556,16,25,2286.339375076465,9.032964209159953,9.223404872480412,29.517604700770477,69.52754282794233,1276.7844452888655,52.96410918455776,61.075759096805776,61.321751261059404,52.980112209061986,62.66964383064223,88770.25861578569
Nyamasheke,Kilimbi,-2.3789,29.1678,Sandy loam,5,5,2,2,0,0,4,8,5,9,0,0,2,26,101,157,203,47,723.7018028443125,92.25789440209317,98.61165208530686,27,21,2339.0229364707316,19.49494592033755,2.695509828170981,67.19792736486167,54.79646260247991,1078.2234351837583,32.152605395126386,84.36639002291847,52.92178850432757,61.863512736580546,14.122416837725638,84876.84153670409
Nyamasheke,Macuba,-2.3234,29.1789,Clay loam,4,3,0,2,1,0,5,3,4,8,2,0,1,43,782,49,266,50,911.5800948161309,104.03855573415518,85.9634744924972,23,12,2363.0555705892066,18.412221751087348,5.832261038139844,7.638442185919999,66.25834669019174,644.3705246791252,74.42420076107382,79.82179485865855,56.022123543859536,73.09872136751865,51.07279915774187,92995.46753095549
Nyamasheke,Mahembe,-2.3456,29.1567,Sandy clay,4,3,2,0,2,0,0,7,2,12,2,0,0,5,638,166,287,9,596.7751908149328,50.39633862102414,103.19410741030397,46,7,2294.081181086,18.156620711157192,3.870283946387671,54.672346769843415,14.120373532352644,969.7224864957464,67.92407919491745,49.481388397774154,61.33750723119849,59.73102287957568,38.89560656567969,88994.89552160571
Nyamasheke,Nyabitekeri,-2.3567,29.1678,Loam,0,0,1,3,3,4,11,8,0,7,4,0,2,9,190,109,66,16,871.2793935058121,71.6263989007774,113.72374799180602,48,21,2384.4071117000058,23.986866336680578,3.3230198354845824,26.37360590436708,47.762353333195726,1541.9860019628077,43.0469931066843,72.60220226219697,74.39587127478579,104.34991460821288,39.84881768343391,58096.94220546346
Nyamasheke,Rangiro,-2.3678,29.1789,Clay,0,0,0,1,1,1,11,0,3,2,3,0,2,25,8,116,210,41,683.3707984130344,81.7753892551701,89.01656428381618,35,6,2436.6831831336813,19.295060820598074,5.193337217542592,12.43899577184234,17.51149730263208,294.5194455050872,41.1195817573665,51.73469306838131,68.45618477155827,82.92574989878001,24.58943969263631,17778.966355473593
Nyamasheke,Ruharambuga,-2.3789,29.1567,Sandy loam,1,1,2,1,4,2,5,8,2,0,0,0,0,28,383,65,36,11,953.3718795774888,159.64951022502032,104.55045156337314,33,14,2368.366847449997,20.578707155496947,2.2382329324097343,38.59666637183373,67.0837553018831,764.7828705059659,67.12157188010212,64.66727332668758,44.149351880034274,68.6836689361819,38.03080857056745,30195.89340843034
Nyamasheke,Shangi,-2.3234,29.1678,Clay loam,2,0,2,2,3,4,10,1,4,5,4,0,0,36,837,106,113,53,690.2517640424802,63.17951043767762,127.31311417230397,35,19,2337.776385838302,21.537440918225904,2.362127639894886,28.168264066840194,71.39288279225094,1220.4765513455854,27.44984761342594,32.83559184821456,80.50833802550231,63.88810363766717,48.61559426588492,59407.167268233636
Nyamasheke,Bushekeri,-2.3456,29.1789,Sandy clay,2,3,2,4,2,1,9,4,3,0,0,0,1,40,998,160,33,98,870.4248307125829,82.25134395035835,115.06424235427829,34,29,2353.2512811570246,18.625688241484486,3.328539001066423,32.47467658485778,50.51510946021973,1233.432502425328,41.254612197872575,60.90501729879966,51.17739183046496,54.295169643159575,32.91496815552936,80755.65227681922
Nyamasheke,Bushenge,-2.3567,29.1567,Loam,5,1,1,1,0,2,10,8,6,10,2,0,1,46,412,100,315,35,682.6550552514854,70.79467504948505,99.44316443705468,43,10,2367.6764438261366,11.709751875160492,3.2098580937132866,18.210463872321007,76.41282567538582,660.4114932941106,25.355013210883925,58.16776007254664,78.67963890153926,55.72664937622231,41.69938012944776,121003.98221880893
Nyamasheke,Cyato,-2.3678,29.1678,Clay,2,2,1,2,2,3,11,3,0,0,4,0,1,39,459,8,110,31,604.6000800729726,88.81576618336209,119.18807890724632,12,18,2372.3411265901623,15.12396598250669,6.976795738379,9.980592948003672,55.216043081049406,1017.824552812225,63.72562212075003,22.29979143283746,13.528484547775747,59.83341767012105,45.77929092226769,56213.52768370619
Nyabihu,Bigogwe,-1.6234,29.5567,Sandy loam,0,4,3,4,4,0,2,1,6,9,1,0,0,7,867,53,271,90,879.9069093465256,61.319332627302984,119.80343243660137,21,26,1614.5700572578744,15.653717950903273,6.56917861373239,59.3222144984538,64.97704675910263,1156.5923398376676,50.1255928140128,70.33693418842046,51.82321209502705,68.70369052275288,30.37712967017539,32348.197992854104
Nyabihu,Jenda,-1.6456,29.5678,Clay,1,1,1,1,2,0,3,3,0,9,4,0,1,20,438,78,192,85,720.1741974863606,48.538196128956436,126.93440177716151,41,8,1586.3460820924051,19.20383589654291,5.642031840971585,35.647997159367286,49.21282059880795,1241.1418998985162,73.21163636801606,74.98095318104623,51.80389011728568,72.29823944940836,52.13284620408862,29552.694881249598
Nyabihu,Jomba,-1.6567,29.5789,Sandy clay,4,3,2,0,0,1,10,8,2,6,2,0,1,24,393,4,62,41,797.9848171421122,119.76785216249718,110.48665323702284,11,10,1704.1742789337327,14.7955170649201,6.872101611022749,41.90028781687402,49.27560647297328,1062.4437821505578,68.9372105618644,89.55339227609336,55.17855016226199,89.81966852242991,21.863684657067328,63295.8897564712
Nyabihu,Kabatwa,-1.6678,29.5567,Clay loam,1,0,0,1,1,1,2,3,2,11,3,0,1,7,188,109,95,75,711.786451462285,109.74496356389852,115.87296239712562,18,14,1698.92678763597,19.0718124094834,4.598600754962447,46.94467463400011,75.73437634088609,1335.787517351479,45.62739488636105,77.61585019956394,60.11859803050646,45.70508420785961,24.820947257200373,30619.13846842486
Nyabihu,Karago,-1.6789,29.5678,Loam,5,3,1,1,0,4,0,3,0,5,4,0,0,16,600,5,162,27,804.2982859434921,136.91035355953122,111.60101259303327,16,19,1585.2324648475796,12.363858529752779,2.0294758469104504,11.198157204609316,60.964369445654384,1441.4233870672886,78.8692899796372,71.03148891459735,48.717718822949976,57.40903364191513,51.963514924897595,17521.068215815896
Nyabihu,Kintobo,-1.6234,29.5789,Sandy clay,2,1,1,0,0,3,5,3,1,8,2,0,1,28,193,142,132,9,768.4960764128202,75.7467543096274,130.4914548356764,38,12,1653.7364435765994,7.956491161928485,4.079029047217755,35.68556345563263,50.633800175123355,817.0134061355091,46.96325889317874,52.36363561373199,57.748226993752425,82.56545414584023,65.94574865799653,92561.49041766724
Nyabihu,Mukamira,-1.6456,29.5567,Clay,2,2,1,0,1,7,1,4,3,2,2,1,1,46,130,0,182,87,1102.2878551248493,46.71408072748848,94.94741896934704,27,12,1524.2296977183626,12.118032745381626,4.79306418821765,20.922219358273438,65.46699614813593,948.3773222343442,40.47248871439351,95.8597912551412,47.427398776697515,28.38576993810758,54.46992142279808,48031.49689375323
Nyabihu,Muringa,-1.6567,29.5678,Sandy loam,5,0,3,0,4,1,0,2,4,13,4,0,0,28,144,52,244,1,819.0561385723818,1.5576375150850765,82.40529975574643,25,27,1636.282454808227,16.692363400415662,8.039563455461787,39.58329433278573,72.69308511280622,1215.996004572634,67.08071751581956,82.77245655125962,84.55823821820601,82.1205710321693,62.56073531964137,66340.01759593777
Nyabihu,Rambura,-1.6678,29.5789,Clay loam,0,3,1,3,0,4,0,6,0,1,0,0,2,10,863,122,88,57,722.1944534044047,100.15581448325608,141.76495728871754,21,5,1598.9522888451952,15.135157374997956,4.774275047087621,46.91679764710999,62.72819443452854,1010.8406681589502,52.628589064159236,65.59723810736786,58.69136690589777,86.55878597044091,31.136944666934966,16207.402749759902
Nyabihu,Rugera,-1.6789,29.5567,Loam,1,2,0,1,0,1,3,5,6,1,0,1,0,18,295,139,190,85,1015.1636476513473,63.041749305693244,93.56802187157152,42,29,1718.234472218591,9.908243910134075,8.89556229523027,18.83551437285562,44.57668521632453,990.3214246355418,36.69744500282625,45.11550226286232,53.679946804466745,78.57170833097234,26.74294496589835,85861.14053447994
Nyabihu,Rurembo,-1.6234,29.5678,Sandy clay,0,3,2,4,3,2,11,1,0,1,0,0,0,6,642,143,205,92,739.8609684366503,109.19973089696231,124.57696000055192,49,14,1702.4717354720508,16.465440164290655,6.940078318537097,11.933185206074473,46.96461877988847,635.2134063662907,66.94930302184551,61.19843965133558,75.11536624447604,67.43145038033408,44.7051731557977,82458.9135584948
Nyabihu,Shyira,-1.6456,29.5789,Clay,2,3,1,3,2,1,11,0,2,10,4,0,1,7,577,13,92,78,566.3744709580128,64.45206663089591,123.15762715148148,30,19,1674.8100942066926,15.25267685369715,3.032505389656146,49.36659135236823,47.07557518615758,1136.9679346147477,41.95892423336344,60.93867212470864,55.87038572330866,75.06428321650756,40.70412059544447,56440.93004935566
Ngororero,Bwira,-1.8234,29.6567,Clay loam,1,1,1,3,3,0,3,8,2,11,0,0,0,45,204,119,238,60,786.8968164278436,100.43781397952473,131.7829535296733,20,15,1839.9037456957933,12.13465884638904,6.068836209150311,37.088270396343646,104.00819173570619,971.0884619828339,55.16369634969546,60.86011390599818,47.32337818288265,83.30639872348105,18.565445649731622,60804.426683480626
Ngororero,Gatumba,-1.8456,29.6678,Sandy clay,2,4,1,3,3,0,7,3,0,2,4,0,0,47,237,144,319,19,761.8939059836804,64.0182657418966,77.6290838412717,12,29,1833.672722678988,2.257095333749824,6.586456384548499,36.02191803274347,55.6277735056058,825.7463004073672,48.77584571375971,61.42629701441371,64.80228009112243,55.1346731109755,59.61885330056323,26258.536845331793
Ngororero,Hindiro,-1.8567,29.6789,Loam,1,0,0,4,2,3,3,3,0,9,2,1,2,17,612,103,274,12,496.2108704371283,97.3754440568407,98.08385895703745,26,23,1848.3282034021374,18.082645913174346,4.653342173215012,27.304866286340577,59.13561755379955,788.4440273955347,45.204778991591034,37.32863108759257,39.567725431963495,57.934133772795526,34.802285920811016,-4851.413959711601
Ngororero,Kabaya,-1.8678,29.6567,Clay,4,3,2,1,2,0,10,3,1,4,3,1,0,0,655,108,127,60,644.6314291071961,54.63970010701582,109.29531705931291,30,24,1939.673375836344,20.02253738300987,2.29842889967338,28.74139078665472,57.16596032146524,813.4671849457275,54.567712276381634,7.665660352654612,42.74175046894614,61.468176505969375,40.412610197661174,109555.23915901547
Ngororero,Kageyo,-1.8789,29.6678,Sandy loam,1,3,0,3,2,2,4,3,5,14,4,0,0,49,619,59,182,42,287.4367783112633,115.23575487260948,90.78040455178527,28,18,1774.9261271581559,23.712317421466388,3.36211520510607,3.6630845327526345,10.379545974668275,1039.2627260747383,16.61043904627484,87.92166127535644,48.85297590174708,64.65912722922721,32.23445179078468,157647.17233348236
Ngororero,Kavumu,-1.8234,29.6789,Clay loam,4,4,0,3,1,1,3,3,2,13,0,1,0,6,22,147,87,87,554.671165325745,50.99232502944827,117.205389302397,45,9,1876.5134823172302,11.667812352762928,7.845253986169707,18.75821110297032,41.20268768314122,1042.4730707950741,69.25242863968532,60.2692235293046,58.28773468227963,60.3553098167243,60.13894996459851,30934.268303509933
Ngororero,Matyazo,-1.8456,29.6567,Sandy clay,6,3,0,2,2,3,2,4,3,0,1,0,2,23,148,174,80,4,757.4145613187793,51.33025402926763,137.6017599866664,17,12,1783.9729278190491,21.211088705869386,3.4483770221762358,25.355843549457255,41.80837837092425,574.571513173794,35.98557936580024,50.75291677880306,54.228412311635516,58.254643387243036,50.36192139258649,57730.25866021689
Ngororero,Muhanda,-1.8567,29.6678,Loam,0,3,3,3,0,1,8,6,5,5,3,0,1,45,519,18,139,2,577.6690848574339,62.40014061463099,140.77375177197933,14,7,1791.3612964111642,17.063851635834247,1.540045812544086,44.18303255489862,53.60602384610675,1250.360158235319,43.88997103428413,92.51881732246497,74.20812218558811,66.99683266189462,37.76170863780477,69437.44476215077
Ngororero,Muhororo,-1.8678,29.6789,Clay,2,2,1,0,1,1,0,1,1,6,1,1,0,40,821,182,168,98,926.7470276723097,55.97062193285791,145.3381570688138,26,23,1879.050861313289,18.648846514287275,5.58208573968713,23.463628978446536,86.4131258249563,1341.8734239715013,37.06602750803526,53.39497838018414,65.62520869859465,59.665213885810516,31.227175087048654,50399.56273690005
Ngororero,Ndaro,-1.8789,29.6567,Sandy loam,4,3,0,5,4,2,0,1,1,7,1,0,1,4,666,189,264,49,1055.2886562765716,99.61187099150777,116.0929175760309,17,7,1890.2826010503409,14.350420178443791,-1.2277908996548943,24.9655593147914,28.060897773643994,816.8755854276817,55.19471507630621,29.01160882692611,73.77965992263782,86.3809470661932,63.07091323946241,33743.94256732237
Ngororero,Ngororero,-1.8234,29.6678,Clay loam,2,3,0,0,1,4,2,5,0,12,1,0,1,39,267,58,214,79,602.3340842337054,70.81997218257645,140.20512244156507,39,18,1833.3083262196708,8.37014730345944,5.847439427081077,20.2039487554985,54.43826923904609,636.9480243292776,37.765511990832856,70.69498385481776,26.702665713782373,42.85572951878708,48.764150597005575,38647.9894087659
Ngororero,Nyange,-1.8456,29.6789,Sandy clay,5,0,2,2,3,3,10,7,1,14,2,0,1,42,813,90,22,55,475.48473167499156,90.44255347109488,88.19180924113213,20,21,1728.7688455157113,14.072711894753537,0.15231938942176804,24.90592780400405,53.23230545057694,671.8996846746534,40.86653452085717,66.83306416437276,73.32513087830536,86.50581556810042,59.98464561254827,123933.68639761547
Ngororero,Sovu,-1.8567,29.6567,Loam,3,3,3,1,1,2,0,9,0,7,1,0,2,41,443,92,316,44,835.4418204903583,57.186650895688395,91.4338006674007,36,6,1873.9438301399848,15.351820841893533,7.086590779558398,47.77223459185376,44.71859272623224,1213.200590553045,72.32161282575296,67.21493296936542,45.45452460548302,60.7658539124495,57.816375742135875,147765.43025681772
Rutsiro,Boneza,-1.9234,29.4567,Clay,2,1,0,0,0,2,6,0,1,11,4,1,1,4,668,129,19,29,1290.9352949042632,94.41282408634545,81.2001948209576,36,26,1903.611431709787,12.22117668832599,1.2712755205364936,24.780978675424226,41.45186038773142,694.7578517930401,43.46703033195185,60.81711341407065,61.82386736882154,79.31118625559141,18.84543111382121,97931.94352693221
Rutsiro,Gihango,-1.9456,29.4678,Sandy loam,7,2,4,2,2,1,1,3,5,0,2,0,0,10,597,96,34,20,904.1281980757307,77.23802304045094,86.5006261788961,12,15,1963.065273822881,13.650367084778956,2.497108781269533,40.49070290819371,46.75833749419268,580.3845727339508,32.36342649856121,58.64193410703295,63.653753475582604,65.59962466368896,45.082409999536935,63200.50528529723
Rutsiro,Kigeyo,-1.9567,29.4789,Clay loam,3,1,0,0,3,3,9,3,1,14,4,1,2,16,466,63,262,94,1173.2184380714382,78.84659522290632,100.01028995233861,46,28,2135.1648037039076,21.320768752752635,3.8394281959169776,45.14881807615834,69.84582100266144,1197.588259957908,33.48243878484403,54.88945621841573,31.693251605049156,72.00907768701866,56.22050773161474,63426.00352377291
Rutsiro,Kivumu,-1.9678,29.4567,Sandy clay,0,3,0,1,1,2,2,7,3,9,1,0,0,25,919,198,288,89,867.1239539697627,65.6394850083088,96.16209057082268,24,17,1940.359160513935,16.133705255469803,6.734142449323,65.7932104211917,75.77900913242314,1021.650479098488,78.4422983088489,52.20047580969914,36.81729980282528,70.87659555667075,45.67867063787276,103755.39999470909
Rutsiro,Manihira,-1.9789,29.4678,Loam,0,1,3,3,0,1,8,4,4,12,2,0,1,41,421,99,113,93,734.1030616936245,131.35790863458797,131.24134177883565,20,15,1933.252171667606,12.247669863765603,5.568179650223756,38.37822032705283,30.95411837671176,1051.2384962853155,59.796434446817145,77.12785601073458,49.10746029396871,78.87240097893519,18.654142029265874,95759.34845765762
Rutsiro,Mukura,-1.9234,29.4789,Clay,4,2,0,3,2,3,1,0,4,5,4,1,2,24,188,173,25,84,830.3432271394935,60.265108390755174,77.7807300881212,40,28,1890.4089496948413,17.519014924312938,8.03384804150739,37.41125357352573,53.700965137225815,1374.6314509164545,48.8659618372146,62.05651521830077,41.58928291503985,31.26321193417988,36.80479351626225,76333.96844582938
Rutsiro,Murunda,-1.9456,29.4567,Sandy loam,7,0,0,4,4,1,11,0,1,1,3,0,0,26,178,160,299,98,524.3859858198101,103.4865084513579,110.20271204589066,14,29,2022.513367075323,19.469814796637348,6.638639389789824,30.76101084734114,92.18015781307402,834.4538578168045,85.39524996375741,53.84825591004479,73.87964747984174,56.51128635118901,89.0346470357158,70579.84825915645
Rutsiro,Musasa,-1.9567,29.4678,Clay loam,3,0,2,0,1,4,0,1,0,12,2,1,1,42,738,9,249,67,782.4262043604505,50.26346393510883,83.09197536295176,10,22,2059.274869122969,13.8968796781092,5.154842232053268,15.716177998783909,48.084885191082776,1183.372206313386,34.15362270605147,63.06625437057467,62.23561913970895,88.87400285380595,46.448523674077876,18767.905617670513
Rutsiro,Mushonyi,-1.9678,29.4789,Sandy clay,6,2,0,4,2,3,10,8,3,0,2,0,2,4,27,194,205,98,827.0128398373157,81.10198238778018,139.34965468595797,20,26,2077.463560594196,24.331094403626842,7.4427178262020774,8.024081693693603,44.775432172375666,782.9539807735522,69.35455625665284,76.54380791686734,55.47429842107434,76.71374877200081,68.5442611942133,92282.8910059444
Rutsiro,Mushubati,-1.9789,29.4567,Loam,5,0,2,1,0,4,10,0,3,9,1,0,1,10,328,76,230,5,706.384763471624,95.94214414540807,115.04551512343612,14,26,1967.1238003552112,21.215913333478014,4.683216129877948,17.07143816607334,97.58404407357305,1507.865322838546,41.15926680138752,63.370299378637085,40.148860117928194,42.42541573291123,53.66279901917872,57406.98202319241
Rutsiro,Nyabirasi,-1.9234,29.4678,Clay,3,0,1,0,0,4,10,6,1,4,2,1,2,5,148,185,27,3,784.8313936429776,119.73393050983157,100.08670109694843,48,19,1974.4310399021642,18.763539576745696,4.078539919259091,6.904165313743327,110.04819173283502,919.2825584394321,48.97743858670218,63.153423921291356,42.57083820446888,59.2327927455965,38.826939218265935,-20941.576991064023
Rutsiro,Ruhango,-1.9456,29.4789,Sandy loam,3,0,2,4,0,1,2,1,3,8,4,0,1,14,258,195,14,97,719.2906835973067,102.27397864135146,96.12834300359398,29,27,1956.9669308100595,21.864692905707983,4.1420714485975605,49.77712199233476,49.58278468773561,1546.0495218473857,89.4342673168614,16.467455888235953,54.06817484433313,69.53124924463278,25.610445341575204,1383.4545295498974
Rutsiro,Rusebeya,-1.9567,29.4567,Clay loam,5,2,2,3,0,5,8,8,2,13,0,0,2,39,362,110,136,19,1216.3858987813715,41.23561658798468,120.9269866809883,38,9,1908.5401877560712,22.409546060761464,4.405035343740601,53.076562885351294,76.95631718246344,390.92529854165207,38.28583372492761,55.51155881854764,65.83587748589056,71.74467648698484,53.03294127592054,-346.75567764326115
